Customer,State,Customer Lifetime Value,Response,Effective To Date,EmploymentStatus,Income,Location Code,Marital Status,Monthly Premium,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount
SB60942,Arizona,7258.634662,No,1/18/11,Employed,88082,Urban,Married,61,10,45,1,2,Personal,Personal L1,Offer4,Branch,218.779614
SX29898,California,9111.75642,No,2/9/11,Employed,54751,Suburban,Married,114,6,50,0,3,Personal,Personal L3,Offer3,Agent,721.241935
ER29107,Oregon,6369.262355,Yes,1/20/11,Employed,34498,Suburban,Single,83,30,72,0,7,Personal,Personal L3,Offer2,Branch,398.4
QV13947,Oregon,4425.749642,No,2/25/11,Employed,63597,Rural,Married,114,10,31,2,1,Personal,Personal L3,Offer2,Branch,183.978738
UO54511,California,4950.250892,No,1/20/11,Employed,27400,Suburban,Married,63,14,78,1,9,Personal,Personal L1,Offer3,Agent,302.4
AD18174,California,4837.926404,No,2/22/11,Unemployed,0,Suburban,Single,65,6,89,0,3,Personal,Personal L3,Offer1,Web,468.0
HB48518,Nevada,3891.537785,No,1/17/11,Employed,31409,Rural,Married,100,14,39,0,1,Corporate,Corporate L2,Offer4,Agent,116.163
LC12930,California,4872.01638,No,1/11/11,Unemployed,0,Suburban,Married,64,1,7,0,7,Personal,Personal L2,Offer1,Agent,307.2
ZQ22116,Arizona,5310.905647,No,1/16/11,Employed,73102,Rural,Married,66,35,46,0,4,Corporate,Corporate L3,Offer2,Branch,117.928547
XB35510,California,8704.278179,No,1/5/11,Employed,38072,Rural,Married,113,10,36,1,3,Personal,Personal L3,Offer1,Branch,151.055863
CV78865,Arizona,2698.010741,No,2/22/11,Employed,95399,Rural,Married,68,1,36,1,1,Personal,Personal L2,Offer4,Branch,78.003781
WF75492,Oregon,8360.14874,No,2/19/11,Employed,48521,Rural,Married,105,9,89,0,7,Personal,Personal L3,Offer2,Branch,263.82569
WH41844,Oregon,5316.644499,No,1/27/11,Employed,45856,Rural,Divorced,67,15,57,0,3,Personal,Personal L2,Offer1,Call Center,91.735354
TU47984,Arizona,3733.034622,No,1/18/11,Employed,21542,Suburban,Single,97,13,21,0,1,Personal,Personal L2,Offer2,Agent,465.6
IO73222,Washington,5407.745153,No,1/12/11,Disabled,22555,Suburban,Married,70,1,62,0,3,Personal,Personal L1,Offer1,Agent,336.0
NJ21108,Oregon,5297.673655,No,1/4/11,Employed,33832,Suburban,Married,67,22,47,1,9,Corporate,Corporate L3,Offer3,Branch,321.6
OH91173,California,3873.647046,Yes,1/20/11,Retired,28142,Suburban,Married,105,18,50,0,1,Personal,Personal L3,Offer2,Agent,701.708239
FT24768,California,6508.759916,No,2/3/11,Employed,60188,Urban,Married,84,15,49,3,4,Personal,Personal L3,Offer1,Agent,333.423827
OM92482,Arizona,4834.397455,No,2/9/11,Disabled,11698,Suburban,Married,65,4,38,0,3,Personal,Personal L2,Offer2,Branch,468.0
IZ47097,Arizona,2927.216278,No,2/3/11,Employed,76850,Suburban,Married,72,8,84,0,1,Personal,Personal L3,Offer1,Agent,345.6
KQ49890,Oregon,5924.667902,No,1/18/11,Employed,78387,Urban,Married,74,5,1,0,6,Corporate,Corporate L3,Offer2,Agent,204.090644
XB15703,California,15262.95878,No,1/4/11,Employed,80757,Urban,Married,128,9,14,0,2,Personal,Personal L1,Offer2,Agent,339.73717
GR31499,Oregon,2541.627614,No,1/19/11,Employed,23692,Suburban,Married,65,26,27,2,1,Personal,Personal L3,Offer3,Agent,312.0
No59551,California,4904.894731,Yes,2/14/11,Retired,12902,Suburban,Divorced,139,3,51,0,1,Personal,Personal L3,Offer1,Agent,667.2
KV17233,Arizona,2434.004911,No,2/27/11,Employed,23033,Suburban,Married,62,5,9,0,1,Personal,Personal L3,Offer3,Web,500.908028
OD75777,Oregon,5586.965345,No,1/9/11,Disabled,19280,Suburban,Married,72,4,39,0,6,Personal,Personal L3,Offer1,Branch,345.6
LD68165,Arizona,26197.41498,Yes,1/15/11,Disabled,18495,Suburban,Married,113,10,15,0,2,Corporate,Corporate L2,Offer1,Branch,542.4
YO14199,Oregon,2609.877842,No,2/19/11,Employed,30825,Suburban,Single,68,15,21,0,1,Personal,Personal L1,Offer3,Web,326.4
RR49534,Oregon,3265.156348,Yes,1/26/11,Employed,25820,Suburban,Divorced,82,10,69,0,1,Personal,Personal L3,Offer1,Agent,393.6
WL69218,Oregon,17435.68167,No,1/24/11,Employed,54105,Suburban,Married,73,22,15,2,2,Personal,Personal L3,Offer2,Web,350.4
JF38079,California,9080.604474,No,2/21/11,Employed,69853,Rural,Married,114,15,42,2,3,Personal,Personal L1,Offer1,Call Center,244.278662
GY64553,California,4637.034667,No,1/22/11,Employed,97017,Urban,Married,115,33,60,1,1,Personal,Personal L2,Offer3,Agent,534.079032
CT11176,California,2615.304467,No,2/15/11,Employed,24914,Rural,Married,66,6,90,0,1,Personal,Personal L3,Offer2,Web,138.729702
WU95334,California,7019.177186,Yes,1/23/11,Retired,26806,Suburban,Married,63,32,19,0,2,Personal,Personal L3,Offer1,Agent,302.4
BK43823,Oregon,12052.98409,No,1/3/11,Employed,25419,Suburban,Married,101,13,18,0,2,Personal,Personal L2,Offer2,Call Center,584.567645
LK90215,Oregon,2647.519741,Yes,2/20/11,Employed,37876,Urban,Single,69,13,15,0,1,Personal,Personal L3,Offer2,Agent,300.056383
XH72888,Arizona,15956.02945,No,1/21/11,Employed,36354,Suburban,Married,202,34,28,0,9,Corporate,Corporate L2,Offer3,Agent,1454.4
MY89889,Nevada,5039.389325,No,1/28/11,Unemployed,0,Suburban,Single,74,3,10,0,4,Personal,Personal L3,Offer3,Call Center,355.2
CY33307,California,5583.830065,No,1/13/11,Employed,32403,Rural,Married,71,31,47,0,9,Corporate,Corporate L2,Offer1,Agent,97.410282
BC51708,California,5074.841142,No,2/27/11,Employed,51659,Suburban,Married,64,19,37,0,3,Personal,Personal L2,Offer2,Agent,307.2
JX78176,California,12045.67286,No,2/22/11,Employed,55805,Urban,Married,99,16,30,0,2,Personal,Personal L3,Offer1,Branch,425.527151
GP20237,Nevada,2727.082424,No,2/27/11,Employed,29286,Suburban,Married,69,5,20,1,1,Personal,Personal L3,Offer2,Call Center,496.8
OY68395,Oregon,55277.44589,No,1/30/11,Employed,40740,Suburban,Single,198,19,60,0,2,Personal,Personal L2,Offer1,Web,950.4
GN18675,California,5080.23973,No,2/1/11,Employed,70784,Rural,Married,64,0,93,0,7,Special,Special L3,Offer2,Branch,107.928851
EQ75249,Arizona,5838.133617,No,2/3/11,Employed,55419,Rural,Married,72,31,45,0,9,Personal,Personal L2,Offer1,Web,171.166733
JV40853,California,27666.30052,No,2/9/11,Employed,61886,Suburban,Divorced,87,3,49,0,2,Personal,Personal L3,Offer2,Branch,417.6
OZ47099,Arizona,2676.948677,No,1/24/11,Unemployed,0,Suburban,Married,71,17,6,0,1,Corporate,Corporate L3,Offer4,Branch,340.8
RB16360,Oregon,5330.593183,No,2/9/11,Employed,84240,Suburban,Divorced,132,10,51,0,1,Personal,Personal L3,Offer3,Branch,633.6
JK26373,California,6305.925101,No,1/10/11,Unemployed,0,Suburban,Single,65,3,91,2,2,Personal,Personal L1,Offer1,Web,468.0
GM88979,Oregon,4746.759537,No,1/2/11,Employed,54050,Suburban,Married,119,5,15,0,1,Personal,Personal L2,Offer3,Call Center,571.2
XM57550,Washington,3423.973171,No,2/10/11,Disabled,29958,Suburban,Married,90,8,77,0,1,Personal,Personal L3,Offer4,Branch,432.0
SD94067,California,6610.048274,No,1/20/11,Employed,23616,Urban,Married,83,8,68,0,7,Special,Special L2,Offer3,Web,229.620398
OY96856,Oregon,8044.872393,Yes,2/19/11,Employed,71391,Urban,Married,67,29,39,0,2,Personal,Personal L3,Offer2,Agent,284.000172
FL76894,Washington,4314.174392,No,2/8/11,Employed,33488,Urban,Married,110,7,61,0,1,Personal,Personal L1,Offer2,Branch,316.876671
XH72278,Arizona,6715.294284,No,2/19/11,Unemployed,0,Suburban,Married,92,4,64,0,9,Personal,Personal L3,Offer2,Web,441.6
YV49293,Arizona,17646.72772,No,2/9/11,Employed,36900,Rural,Single,61,21,28,3,2,Corporate,Corporate L3,Offer1,Branch,109.291516
QV83172,Nevada,41855.17315,No,2/15/11,Employed,28311,Suburban,Married,134,7,70,0,2,Personal,Personal L3,Offer4,Branch,643.2
LU18867,Oregon,6620.444259,No,2/12/11,Employed,25075,Suburban,Single,86,0,25,0,3,Personal,Personal L3,Offer4,Agent,412.8
CZ25193,Arizona,4078.290374,No,2/21/11,Employed,57031,Rural,Married,104,16,10,1,1,Personal,Personal L1,Offer1,Agent,13.810251
VE87035,Oregon,8382.478392,Yes,1/27/11,Employed,25998,Suburban,Married,71,16,38,0,2,Personal,Personal L3,Offer2,Call Center,791.878042
VY27019,Oregon,4807.002259,No,1/29/11,Unemployed,0,Suburban,Single,69,4,69,0,9,Personal,Personal L2,Offer1,Agent,496.8
GP22382,Oregon,4858.116042,No,1/22/11,Employed,21685,Suburban,Single,127,0,70,0,1,Corporate,Corporate L3,Offer2,Web,609.6
FG15154,California,7240.662339,No,1/23/11,Employed,32818,Suburban,Married,93,17,39,0,8,Personal,Personal L1,Offer2,Call Center,446.4
NK34682,Oregon,2736.53263,No,2/20/11,Employed,39492,Suburban,Married,68,12,9,0,1,Corporate,Corporate L3,Offer1,Agent,326.4
YQ98465,California,26197.41498,Yes,1/15/11,Disabled,18495,Suburban,Married,113,10,15,0,2,Personal,Personal L3,Offer1,Branch,542.4
TY86306,California,2336.286633,No,2/16/11,Disabled,21564,Rural,Married,61,11,61,0,1,Corporate,Corporate L3,Offer2,Call Center,49.014822
CN19138,Arizona,2254.931708,No,1/31/11,Unemployed,0,Suburban,Single,65,0,51,0,1,Corporate,Corporate L3,Offer3,Agent,312.0
LO14518,California,6376.754915,No,2/15/11,Employed,27835,Suburban,Divorced,81,18,46,0,3,Personal,Personal L1,Offer1,Branch,529.45565
No73257,Nevada,2941.828805,No,1/22/11,Employed,64431,Rural,Divorced,74,19,49,0,1,Personal,Personal L2,Offer2,Branch,48.181699
RE80124,Arizona,6199.962422,No,1/5/11,Unemployed,0,Suburban,Single,84,31,61,0,3,Personal,Personal L3,Offer1,Agent,604.8
WU50951,Washington,6846.150323,Yes,1/27/11,Unemployed,0,Suburban,Divorced,95,13,20,0,5,Personal,Personal L2,Offer1,Call Center,456.0
EV66951,Nevada,14032.59376,No,2/18/11,Unemployed,0,Suburban,Married,191,14,94,1,8,Corporate,Corporate L3,Offer2,Web,916.8
TO37423,Oregon,17569.15979,No,2/18/11,Employed,41463,Suburban,Married,74,2,78,0,2,Special,Special L3,Offer2,Web,355.2
XF92956,Oregon,2448.859093,No,1/15/11,Unemployed,0,Suburban,Single,68,35,52,0,1,Personal,Personal L2,Offer3,Branch,489.6
ZP64637,Arizona,3857.770745,No,1/29/11,Unemployed,0,Suburban,Single,110,20,62,0,1,Corporate,Corporate L3,Offer1,Web,792.0
JG74360,Arizona,4558.972934,No,2/2/11,Employed,37709,Suburban,Married,116,19,39,0,1,Corporate,Corporate L2,Offer2,Call Center,556.8
NZ81536,Washington,16710.83929,No,2/7/11,Employed,73049,Rural,Single,139,3,42,0,2,Personal,Personal L3,Offer1,Branch,284.43696
KT26739,Nevada,3554.845264,Yes,1/10/11,Employed,58557,Rural,Married,88,4,83,0,1,Personal,Personal L2,Offer1,Branch,55.510526
YU15037,Arizona,4671.416683,No,1/21/11,Unemployed,0,Suburban,Single,66,7,66,0,9,Personal,Personal L3,Offer2,Call Center,475.2
YX91403,Arizona,2909.547713,No,2/7/11,Employed,88944,Rural,Single,72,24,36,0,1,Personal,Personal L3,Offer2,Branch,113.805875
KS46420,Washington,13411.31102,No,2/6/11,Employed,26140,Rural,Married,112,11,50,0,2,Personal,Personal L3,Offer2,Agent,229.70752
TW11712,Arizona,4574.924641,No,1/15/11,Employed,32906,Suburban,Single,115,18,17,0,1,Personal,Personal L3,Offer1,Branch,552.0
XY36764,California,2771.045031,Yes,1/11/11,Employed,50071,Rural,Single,71,3,32,0,1,Personal,Personal L2,Offer2,Agent,18.918935
LQ16286,Oregon,8038.949652,No,2/22/11,Employed,71982,Suburban,Single,103,29,37,0,4,Corporate,Corporate L2,Offer3,Call Center,494.4
XE86547,Oregon,5143.647642,No,1/10/11,Employed,58443,Suburban,Married,65,24,71,0,6,Personal,Personal L3,Offer3,Agent,312.0
QS83113,Oregon,5032.386371,No,1/10/11,Employed,30735,Suburban,Married,63,4,43,0,7,Personal,Personal L3,Offer1,Agent,307.080113
PH97342,Arizona,26197.41498,Yes,1/15/11,Disabled,18495,Suburban,Married,113,10,15,0,2,Personal,Personal L2,Offer1,Branch,542.4
VQ47100,Washington,4894.986713,No,1/28/11,Employed,67436,Suburban,Married,61,6,28,0,4,Personal,Personal L2,Offer2,Web,292.8
BE17305,Nevada,3193.459822,No,2/4/11,Employed,52653,Urban,Single,81,19,42,0,1,Personal,Personal L2,Offer2,Branch,230.300308
KZ11847,California,5096.673223,Yes,1/28/11,Disabled,22886,Suburban,Divorced,65,9,81,0,3,Personal,Personal L3,Offer1,Agent,312.0
EX73249,Arizona,7706.956035,No,2/12/11,Unemployed,0,Suburban,Single,73,3,33,0,2,Personal,Personal L1,Offer1,Branch,350.4
JS19054,Oregon,3339.299496,No,1/9/11,Employed,38821,Suburban,Single,87,14,64,0,1,Personal,Personal L3,Offer1,Agent,488.84232
YH94097,Washington,9575.357152,No,2/5/11,Unemployed,0,Suburban,Married,134,13,11,0,6,Personal,Personal L2,Offer3,Agent,643.2
UQ19505,Oregon,3557.196138,No,1/4/11,Employed,39075,Rural,Married,89,22,50,0,1,Personal,Personal L2,Offer1,Call Center,142.415244
YI95574,Arizona,3587.359906,No,2/18/11,Disabled,16049,Suburban,Married,93,3,8,0,1,Personal,Personal L2,Offer2,Call Center,446.4
JQ84105,Oregon,2360.601748,No,1/21/11,Unemployed,0,Suburban,Single,65,14,5,0,1,Corporate,Corporate L3,Offer1,Web,468.0
NU61528,Washington,3023.887488,No,1/17/11,Disabled,28383,Urban,Single,81,11,20,0,1,Personal,Personal L2,Offer1,Branch,258.109435
FQ20031,Oregon,10926.69497,No,1/9/11,Employed,29418,Suburban,Married,274,23,31,0,1,Personal,Personal L2,Offer4,Agent,1972.8
XX32359,California,5325.724541,Yes,2/21/11,Unemployed,0,Suburban,Married,73,17,44,0,7,Personal,Personal L1,Offer2,Call Center,496.474767
BP69529,Arizona,9915.90229,No,1/23/11,Employed,30604,Suburban,Divorced,131,35,76,2,3,Corporate,Corporate L3,Offer2,Agent,984.170299
LI60972,Arizona,5017.610845,No,2/23/11,Employed,91804,Suburban,Married,62,18,32,0,9,Special,Special L3,Offer2,Agent,388.80286
HQ60388,Oregon,8625.836992,No,1/21/11,Employed,50446,Suburban,Married,74,28,50,4,2,Personal,Personal L1,Offer4,Web,355.2
KE66309,California,8432.519368,No,2/22/11,Employed,87728,Urban,Divorced,70,24,65,0,2,Personal,Personal L3,Offer2,Web,201.589875
YT56442,California,2642.932059,No,1/20/11,Employed,58729,Rural,Married,68,2,67,2,1,Corporate,Corporate L3,Offer1,Web,94.845076
VH51235,Arizona,3097.915845,No,2/14/11,Unemployed,0,Suburban,Single,89,16,59,0,1,Personal,Personal L2,Offer3,Web,427.2
SF18484,Oregon,19837.30548,No,2/24/11,Unemployed,0,Suburban,Married,67,22,0,1,2,Personal,Personal L1,Offer1,Branch,321.6
HW99293,Arizona,2869.743883,No,1/21/11,Employed,21234,Suburban,Married,73,8,23,0,1,Personal,Personal L3,Offer2,Agent,378.333708
QR57598,Oregon,4927.068115,No,2/17/11,Unemployed,0,Suburban,Single,73,30,29,0,3,Personal,Personal L1,Offer1,Agent,751.927019
FY27460,California,4285.575678,No,1/8/11,Employed,47823,Suburban,Married,108,26,71,0,1,Personal,Personal L3,Offer2,Agent,518.4
YQ75801,Arizona,8874.551335,No,1/26/11,Employed,84731,Rural,Married,110,11,32,1,7,Personal,Personal L1,Offer1,Agent,226.738219
LP48634,California,2578.835541,No,2/26/11,Employed,59974,Rural,Divorced,65,23,5,0,1,Corporate,Corporate L3,Offer4,Call Center,127.233139
EI32190,Arizona,6920.999642,No,1/6/11,Employed,67534,Rural,Married,87,2,55,2,5,Personal,Personal L1,Offer1,Agent,104.905661
WS68402,Oregon,2349.957291,No,2/11/11,Unemployed,0,Suburban,Single,70,21,5,0,1,Special,Special L3,Offer4,Call Center,716.67276
ND43316,Oregon,4027.703503,No,2/10/11,Employed,27782,Suburban,Married,103,20,54,0,1,Personal,Personal L3,Offer2,Agent,517.100887
HW94513,Nevada,8481.310791,No,1/2/11,Employed,67197,Urban,Divorced,74,29,18,3,2,Personal,Personal L3,Offer1,Branch,275.608537
ZS72533,Oregon,5191.446028,No,2/9/11,Employed,86451,Rural,Single,65,0,99,0,3,Personal,Personal L3,Offer1,Branch,7.793078
RZ97154,Arizona,3572.49065,No,1/26/11,Employed,56768,Suburban,Divorced,92,11,57,0,1,Personal,Personal L3,Offer1,Agent,441.6
LK73198,Washington,4869.240839,No,1/29/11,Employed,55593,Rural,Married,61,13,52,0,3,Personal,Personal L1,Offer2,Call Center,9.050204
RS29507,Arizona,10395.70939,No,2/10/11,Unemployed,0,Urban,Married,95,22,59,0,2,Personal,Personal L3,Offer2,Agent,337.79769
XJ39660,Oregon,5297.918924,No,2/9/11,Employed,66203,Rural,Married,66,15,38,0,8,Personal,Personal L3,Offer2,Call Center,130.697268
PK47936,Washington,8750.710415,No,1/5/11,Employed,25806,Suburban,Married,110,20,43,0,5,Personal,Personal L3,Offer4,Call Center,528.0
EU95973,California,14941.90379,No,2/5/11,Disabled,22978,Suburban,Married,190,8,53,0,4,Personal,Personal L3,Offer1,Branch,912.0
OU40102,Oregon,6503.397049,Yes,2/19/11,Disabled,22081,Suburban,Married,84,1,9,0,6,Special,Special L1,Offer1,Agent,451.670309
RC67125,Arizona,10110.96161,No,1/8/11,Employed,96506,Urban,Married,124,4,22,0,3,Corporate,Corporate L3,Offer3,Agent,504.513989
NK53902,Oregon,6459.640843,No,1/27/11,Employed,23235,Suburban,Married,82,32,46,0,3,Personal,Personal L3,Offer2,Call Center,483.482031
RH70599,Arizona,2769.252177,No,2/8/11,Employed,40506,Rural,Married,70,14,98,0,1,Personal,Personal L1,Offer2,Call Center,113.724707
RR64429,California,6778.84457,No,2/25/11,Unemployed,0,Suburban,Single,96,2,84,0,9,Personal,Personal L3,Offer2,Agent,460.8
IW99237,Oregon,4492.518464,No,2/12/11,Unemployed,0,Suburban,Single,65,8,81,0,3,Personal,Personal L2,Offer1,Branch,312.0
PZ94965,California,5733.213979,No,2/4/11,Employed,79955,Rural,Married,71,10,5,0,6,Personal,Personal L3,Offer1,Agent,142.932303
PV77228,Arizona,3230.576665,Yes,1/5/11,Employed,62873,Urban,Divorced,81,0,41,0,1,Corporate,Corporate L1,Offer2,Call Center,207.75186
EX63393,California,6314.492009,No,2/27/11,Employed,66947,Suburban,Married,78,13,12,0,6,Personal,Personal L1,Offer3,Agent,374.4
QV26574,Washington,6013.73829,No,1/10/11,Medical Leave,25646,Urban,Married,83,14,92,1,3,Personal,Personal L2,Offer4,Call Center,377.917394
ZL29593,Arizona,2180.084066,No,2/9/11,Unemployed,0,Suburban,Single,64,14,96,0,1,Personal,Personal L2,Offer2,Agent,460.8
TU67471,Washington,20096.89337,Yes,1/1/11,Employed,92766,Suburban,Married,71,17,15,0,2,Personal,Personal L2,Offer2,Agent,379.029102
FD45309,Oregon,5568.947534,Yes,1/1/11,Unemployed,0,Suburban,Single,79,21,53,1,7,Personal,Personal L2,Offer1,Agent,407.440238
AH58807,Arizona,51426.24815,No,1/9/11,Employed,84650,Urban,Married,185,13,39,3,2,Personal,Personal L2,Offer1,Agent,660.474274
CX58204,Nevada,8079.833042,No,2/2/11,Disabled,13050,Suburban,Married,102,1,77,0,6,Personal,Personal L1,Offer1,Agent,734.4
TE35954,Arizona,2674.730716,Yes,2/15/11,Employed,56342,Suburban,Single,69,12,89,0,1,Personal,Personal L2,Offer2,Call Center,331.2
XO70106,Oregon,12421.86213,No,1/14/11,Employed,58781,Urban,Divorced,106,31,37,0,2,Personal,Personal L2,Offer1,Agent,502.46107
OW20992,California,2311.118403,No,1/18/11,Unemployed,0,Suburban,Single,68,0,45,0,1,Personal,Personal L2,Offer2,Web,489.6
JV44724,Arizona,10255.80275,No,1/23/11,Unemployed,0,Suburban,Single,102,17,77,0,2,Personal,Personal L3,Offer1,Agent,734.4
PI96349,California,22103.5072,Yes,1/30/11,Unemployed,0,Suburban,Married,102,35,48,0,2,Personal,Personal L3,Offer1,Branch,489.6
NA82031,Washington,2962.982516,No,2/5/11,Employed,71809,Rural,Divorced,74,14,3,0,1,Corporate,Corporate L3,Offer3,Agent,78.248458
YH86106,Arizona,5764.862315,No,2/11/11,Employed,40238,Suburban,Married,73,17,88,1,9,Personal,Personal L3,Offer1,Branch,350.4
DI82448,California,4700.421406,No,1/4/11,Unemployed,0,Suburban,Single,70,2,33,0,9,Personal,Personal L3,Offer1,Call Center,504.0
HL97125,Nevada,4669.22664,Yes,2/14/11,Employed,76157,Suburban,Married,116,15,80,0,1,Personal,Personal L1,Offer2,Call Center,556.8
NB18234,Nevada,5384.015304,No,2/11/11,Employed,30514,Rural,Single,72,3,87,2,6,Personal,Personal L3,Offer1,Web,154.049617
KH53118,California,7505.768149,No,2/26/11,Employed,44485,Rural,Married,62,5,74,0,2,Special,Special L3,Offer1,Agent,79.893853
UX94928,Arizona,10551.1476,No,2/14/11,Employed,50941,Suburban,Single,69,17,46,0,2,Personal,Personal L2,Offer4,Agent,331.2
HO94329,Arizona,25900.19716,No,1/14/11,Employed,53105,Urban,Married,110,6,65,0,2,Corporate,Corporate L1,Offer3,Agent,365.361427
LW64678,California,51016.06704,No,2/19/11,Employed,25167,Urban,Married,140,3,76,0,2,Personal,Personal L3,Offer2,Agent,422.494292
CE11308,Washington,3575.04124,No,1/22/11,Employed,30244,Urban,Married,92,11,72,0,1,Personal,Personal L2,Offer4,Call Center,383.110633
DC46685,California,11638.89947,Yes,1/26/11,Medical Leave,25370,Suburban,Married,102,10,77,0,2,Corporate,Corporate L3,Offer1,Branch,489.6
LM69036,Oregon,14050.17358,No,1/10/11,Unemployed,0,Suburban,Married,73,8,71,1,2,Corporate,Corporate L1,Offer3,Branch,350.4
MM83308,Arizona,2379.825871,No,2/21/11,Employed,69202,Suburban,Single,61,33,12,0,1,Personal,Personal L2,Offer2,Web,292.8
GL33494,Oregon,5460.373249,No,2/15/11,Employed,31530,Suburban,Married,69,24,47,1,3,Personal,Personal L3,Offer1,Branch,331.2
BH61054,California,6269.592055,No,1/10/11,Employed,61040,Suburban,Married,78,21,9,0,9,Personal,Personal L3,Offer2,Web,391.942636
OJ77448,Arizona,8709.847614,No,2/15/11,Employed,85185,Rural,Married,107,26,91,0,5,Corporate,Corporate L3,Offer1,Agent,166.502804
IN10489,Nevada,5024.777578,No,2/16/11,Employed,78772,Rural,Married,62,9,47,0,8,Personal,Personal L3,Offer2,Branch,86.274545
FY32647,California,12515.18061,No,1/16/11,Unemployed,0,Suburban,Single,63,35,15,0,2,Special,Special L3,Offer4,Branch,577.57549
YP17198,Oregon,22325.82746,No,1/5/11,Employed,99241,Rural,Single,70,22,27,0,2,Corporate,Corporate L3,Offer2,Branch,48.304125
RB79317,Arizona,3059.056323,No,1/30/11,Unemployed,0,Rural,Married,83,29,52,0,1,Personal,Personal L2,Offer3,Agent,197.498882
IE49043,Nevada,6698.974274,No,1/10/11,Disabled,21114,Suburban,Single,180,7,59,0,1,Personal,Personal L3,Offer1,Call Center,864.0
ZL82075,Nevada,5479.555081,Yes,1/13/11,Employed,56005,Suburban,Married,68,31,30,1,3,Corporate,Corporate L1,Offer1,Branch,326.4
DV24592,Oregon,2472.469209,Yes,1/20/11,Employed,63860,Urban,Married,62,26,81,0,1,Personal,Personal L3,Offer2,Agent,208.598246
XF89906,Arizona,58207.12842,No,1/13/11,Disabled,29295,Suburban,Married,219,25,50,0,2,Personal,Personal L3,Offer1,Agent,1328.839129
AD71478,Arizona,3430.316936,No,2/10/11,Employed,54339,Rural,Married,86,10,52,0,1,Personal,Personal L3,Offer4,Agent,10.478305
SE15781,California,2396.219292,Yes,1/10/11,Unemployed,0,Suburban,Married,66,6,71,2,1,Corporate,Corporate L1,Offer2,Call Center,433.160284
YG71375,Nevada,5964.345179,No,1/28/11,Employed,98078,Suburban,Married,73,5,79,0,6,Personal,Personal L1,Offer1,Agent,418.689402
KH95802,Arizona,2605.599527,No,2/14/11,Employed,20592,Urban,Single,71,15,81,1,1,Personal,Personal L3,Offer4,Branch,195.153339
FW16824,Oregon,4758.19231,No,1/22/11,Employed,72805,Suburban,Married,62,13,34,4,3,Corporate,Corporate L3,Offer2,Branch,365.466805
FK17363,Washington,5154.051492,No,2/2/11,Employed,55645,Suburban,Divorced,129,23,33,0,1,Personal,Personal L1,Offer1,Call Center,619.2
DK66277,California,2805.176489,No,1/14/11,Employed,98859,Suburban,Divorced,70,3,57,0,1,Personal,Personal L1,Offer4,Web,504.0
FX67699,Oregon,4250.282624,Yes,1/18/11,Unemployed,0,Suburban,Single,61,17,1,1,7,Corporate,Corporate L3,Offer1,Agent,292.8
LC92080,Oregon,7247.736708,No,1/1/11,Employed,23541,Rural,Married,62,12,38,0,2,Personal,Personal L3,Offer2,Agent,98.923871
CQ57225,California,5008.789971,No,1/16/11,Unemployed,0,Suburban,Single,73,4,0,0,8,Corporate,Corporate L3,Offer1,Call Center,350.4
AM53473,Arizona,5821.787383,No,2/13/11,Employed,60087,Suburban,Single,74,21,23,0,3,Special,Special L3,Offer1,Agent,355.2
TE50227,Arizona,18898.32653,No,1/14/11,Unemployed,0,Suburban,Single,132,23,33,0,2,Personal,Personal L1,Offer1,Agent,1405.292809
IS45756,Arizona,4756.913057,No,1/7/11,Employed,48938,Suburban,Divorced,121,23,20,0,1,Personal,Personal L2,Offer1,Call Center,580.8
QA71190,California,8083.917906,No,2/18/11,Employed,31506,Suburban,Married,102,23,50,0,8,Personal,Personal L1,Offer1,Web,601.074585
LD53393,California,7417.406267,No,1/22/11,Employed,67454,Suburban,Married,185,3,71,0,1,Personal,Personal L1,Offer2,Agent,1332.0
JO35068,Nevada,2538.62632,Yes,2/17/11,Retired,18608,Suburban,Divorced,71,13,24,0,1,Personal,Personal L2,Offer2,Web,340.8
EC71857,Washington,2432.958093,No,1/8/11,Employed,28519,Rural,Married,61,9,94,0,1,Personal,Personal L2,Offer2,Agent,111.865326
LB19360,Nevada,4170.687348,Yes,1/17/11,Employed,29462,Suburban,Single,107,28,23,1,1,Personal,Personal L1,Offer2,Branch,513.6
RM70340,Oregon,2489.662064,No,2/7/11,Unemployed,0,Suburban,Single,74,3,64,0,1,Corporate,Corporate L3,Offer2,Branch,532.8
YL34043,Nevada,3758.950734,No,1/7/11,Employed,58300,Rural,Married,94,25,55,0,1,Personal,Personal L3,Offer1,Branch,24.04838
BQ88033,Oregon,42389.00791,No,2/17/11,Employed,82554,Rural,Married,132,6,15,0,2,Personal,Personal L1,Offer1,Branch,154.749492
SG46572,California,29830.38714,No,1/2/11,Unemployed,0,Suburban,Divorced,102,10,85,0,2,Personal,Personal L3,Offer2,Agent,489.6
LT94367,California,26134.90739,No,1/16/11,Unemployed,0,Suburban,Divorced,111,1,72,0,2,Personal,Personal L2,Offer1,Branch,673.262794
FV83989,Arizona,2453.570794,Yes,2/9/11,Medical Leave,29735,Suburban,Single,69,3,92,0,1,Personal,Personal L3,Offer1,Agent,331.2
